Observation id,Total length,Behavior,Start (s),Comment start,Comment stop
02-27-2023_21dpf__L,1926.87,C,0.302,,
02-27-2023_21dpf__L,1926.87,C,14.152,,
02-27-2023_21dpf__L,1926.87,C,17.287,,
02-27-2023_21dpf__L,1926.87,C,33.411,,
02-27-2023_21dpf__L,1926.87,C,56.851,,
02-27-2023_21dpf__L,1926.87,C,60.501,,
02-27-2023_21dpf__L,1926.87,C,69.501,,
02-27-2023_21dpf__L,1926.87,C,75.003,,
02-27-2023_21dpf__L,1926.87,C,79.502,,
02-27-2023_21dpf__L,1926.87,C,94.501,,
02-27-2023_21dpf__L,1926.87,C,96.002,,
02-27-2023_21dpf__L,1926.87,C,101.002,,
02-27-2023_21dpf__L,1926.87,C,135.502,,
02-27-2023_21dpf__L,1926.87,C,139.002,,
02-27-2023_21dpf__L,1926.87,C,141.502,,
02-27-2023_21dpf__L,1926.87,C,150.501,,
02-27-2023_21dpf__L,1926.87,C,162.603,,
02-27-2023_21dpf__L,1926.87,C,174.602,,
02-27-2023_21dpf__L,1926.87,C,178.102,,
02-27-2023_21dpf__L,1926.87,C,196.101,,
02-27-2023_21dpf__L,1926.87,C,201.101,,
02-27-2023_21dpf__L,1926.87,C,203.602,,
02-27-2023_21dpf__L,1926.87,C,216.102,,
02-27-2023_21dpf__L,1926.87,C,221.102,,
02-27-2023_21dpf__L,1926.87,C,240.101,,
02-27-2023_21dpf__L,1926.87,C,248.102,,
02-27-2023_21dpf__L,1926.87,C,258.101,,
02-27-2023_21dpf__L,1926.87,C,275.101,,
02-27-2023_21dpf__L,1926.87,C,289.922,,
02-27-2023_21dpf__L,1926.87,C,297.923,,
02-27-2023_21dpf__L,1926.87,C,301.422,,
02-27-2023_21dpf__L,1926.87,C,306.422,,
02-27-2023_21dpf__L,1926.87,C,312.923,,
02-27-2023_21dpf__L,1926.87,C,322.422,,
02-27-2023_21dpf__L,1926.87,C,337.923,,
02-27-2023_21dpf__L,1926.87,C,358.422,,
02-27-2023_21dpf__L,1926.87,C,364.424,,
02-27-2023_21dpf__L,1926.87,C,368.923,,
02-27-2023_21dpf__L,1926.87,C,404.421,,
02-27-2023_21dpf__L,1926.87,C,409.922,,
02-27-2023_21dpf__L,1926.87,C,412.422,,
02-27-2023_21dpf__L,1926.87,C,433.93,,
02-27-2023_21dpf__L,1926.87,C,435.922,,
02-27-2023_21dpf__L,1926.87,C,450.422,,
02-27-2023_21dpf__L,1926.87,C,481.923,,
02-27-2023_21dpf__L,1926.87,C,483.93,,
02-27-2023_21dpf__L,1926.87,C,500.722,,
02-27-2023_21dpf__L,1926.87,C,510.472,,
02-27-2023_21dpf__L,1926.87,C,531.104,,
02-27-2023_21dpf__L,1926.87,C,533.102,,
02-27-2023_21dpf__L,1926.87,C,535.102,,
02-27-2023_21dpf__L,1926.87,C,540.112,,
02-27-2023_21dpf__L,1926.87,C,543.605,,
02-27-2023_21dpf__L,1926.87,C,554.102,,
02-27-2023_21dpf__L,1926.87,C,559.102,,
02-27-2023_21dpf__L,1926.87,C,564.104,,
02-27-2023_21dpf__L,1926.87,C,580.106,,
02-27-2023_21dpf__L,1926.87,C,592.605,,
02-27-2023_21dpf__L,1926.87,C,600.106,,
02-27-2023_21dpf__L,1926.87,C,601.606,,
02-27-2023_21dpf__L,1926.87,C,620.603,,
02-27-2023_21dpf__L,1926.87,C,625.107,,
02-27-2023_21dpf__L,1926.87,C,636.109,,
02-27-2023_21dpf__L,1926.87,C,676.352,,
02-27-2023_21dpf__L,1926.87,C,696.853,,
02-27-2023_21dpf__L,1926.87,C,701.352,,
02-27-2023_21dpf__L,1926.87,C,704.859,,
02-27-2023_21dpf__L,1926.87,C,713.357,,
02-27-2023_21dpf__L,1926.87,C,723.35,,
02-27-2023_21dpf__L,1926.87,C,727.355,,
02-27-2023_21dpf__L,1926.87,C,753.352,,
02-27-2023_21dpf__L,1926.87,C,755.352,,
02-27-2023_21dpf__L,1926.87,C,774.355,,
02-27-2023_21dpf__L,1926.87,C,780.853,,
02-27-2023_21dpf__L,1926.87,C,789.354,,
02-27-2023_21dpf__L,1926.87,C,794.354,,
02-27-2023_21dpf__L,1926.87,C,796.36,,
02-27-2023_21dpf__L,1926.87,C,802.854,,
02-27-2023_21dpf__L,1926.87,C,804.352,,
02-27-2023_21dpf__L,1926.87,C,806.355,,
02-27-2023_21dpf__L,1926.87,C,813.354,,
02-27-2023_21dpf__L,1926.87,C,828.854,,
02-27-2023_21dpf__L,1926.87,C,874.355,,
02-27-2023_21dpf__L,1926.87,C,880.354,,
02-27-2023_21dpf__L,1926.87,C,884.856,,
02-27-2023_21dpf__L,1926.87,C,897.106,,
02-27-2023_21dpf__L,1926.87,C,905.102,,
02-27-2023_21dpf__L,1926.87,C,922.104,,
02-27-2023_21dpf__L,1926.87,C,923.102,,
02-27-2023_21dpf__L,1926.87,C,933.104,,
02-27-2023_21dpf__L,1926.87,C,936.606,,
02-27-2023_21dpf__L,1926.87,C,949.874,,
02-27-2023_21dpf__L,1926.87,C,955.374,,
02-27-2023_21dpf__L,1926.87,C,969.874,,
02-27-2023_21dpf__L,1926.87,C,976.621,,
02-27-2023_21dpf__L,1926.87,C,986.621,,
02-27-2023_21dpf__L,1926.87,C,989.872,,
02-27-2023_21dpf__L,1926.87,C,1009.373,,
02-27-2023_21dpf__L,1926.87,C,1027.373,,
02-27-2023_21dpf__L,1926.87,C,1040.87,,
02-27-2023_21dpf__L,1926.87,C,1043.87,,
02-27-2023_21dpf__L,1926.87,C,1076.373,,
02-27-2023_21dpf__L,1926.87,C,1089.944,,
02-27-2023_21dpf__L,1926.87,C,1106.942,,
02-27-2023_21dpf__L,1926.87,C,1130.445,,
02-27-2023_21dpf__L,1926.87,C,1137.944,,
02-27-2023_21dpf__L,1926.87,C,1154.962,,
02-27-2023_21dpf__L,1926.87,C,1167.462,,
02-27-2023_21dpf__L,1926.87,C,1194.963,,
02-27-2023_21dpf__L,1926.87,C,1216.461,,
02-27-2023_21dpf__L,1926.87,C,1239.462,,
02-27-2023_21dpf__L,1926.87,C,1251.461,,
02-27-2023_21dpf__L,1926.87,C,1267.963,,
02-27-2023_21dpf__L,1926.87,C,1272.963,,
02-27-2023_21dpf__L,1926.87,C,1285.963,,
02-27-2023_21dpf__L,1926.87,C,1293.461,,
02-27-2023_21dpf__L,1926.87,C,1305.462,,
02-27-2023_21dpf__L,1926.87,C,1308.467,,
02-27-2023_21dpf__L,1926.87,C,1324.461,,
02-27-2023_21dpf__L,1926.87,C,1328.461,,
02-27-2023_21dpf__L,1926.87,C,1337.962,,
02-27-2023_21dpf__L,1926.87,C,1358.965,,
02-27-2023_21dpf__L,1926.87,C,1369.461,,
02-27-2023_21dpf__L,1926.87,C,1377.966,,
02-27-2023_21dpf__L,1926.87,C,1397.462,,
02-27-2023_21dpf__L,1926.87,C,1402.962,,
02-27-2023_21dpf__L,1926.87,C,1408.963,,
02-27-2023_21dpf__L,1926.87,C,1412.462,,
02-27-2023_21dpf__L,1926.87,C,1441.462,,
02-27-2023_21dpf__L,1926.87,C,1450.963,,
02-27-2023_21dpf__L,1926.87,C,1463.965,,
02-27-2023_21dpf__L,1926.87,C,1481.464,,
02-27-2023_21dpf__L,1926.87,C,1505.965,,
02-27-2023_21dpf__L,1926.87,C,1520.462,,
02-27-2023_21dpf__L,1926.87,C,1556.467,,
02-27-2023_21dpf__L,1926.87,C,1562.467,,
02-27-2023_21dpf__L,1926.87,C,1579.97,,
02-27-2023_21dpf__L,1926.87,C,1592.462,,
02-27-2023_21dpf__L,1926.87,C,1595.461,,
02-27-2023_21dpf__L,1926.87,C,1616.462,,
02-27-2023_21dpf__L,1926.87,C,1617.963,,
02-27-2023_21dpf__L,1926.87,C,1628.461,,
02-27-2023_21dpf__L,1926.87,C,1661.965,,
02-27-2023_21dpf__L,1926.87,C,1708.963,,
02-27-2023_21dpf__L,1926.87,C,1722.965,,
02-27-2023_21dpf__L,1926.87,C,1746.464,,
02-27-2023_21dpf__L,1926.87,C,1766.462,,
02-27-2023_21dpf__L,1926.87,C,1778.966,,
02-27-2023_21dpf_R,1926.87,C,13.655,,
02-27-2023_21dpf_R,1926.87,C,28.155,,
02-27-2023_21dpf_R,1926.87,C,38.653,,
02-27-2023_21dpf_R,1926.87,C,53.153,,
02-27-2023_21dpf_R,1926.87,C,59.163,,
02-27-2023_21dpf_R,1926.87,C,116.664,,
02-27-2023_21dpf_R,1926.87,C,142.163,,
02-27-2023_21dpf_R,1926.87,C,147.661,,
02-27-2023_21dpf_R,1926.87,C,166.664,,
02-27-2023_21dpf_R,1926.87,C,191.413,,
02-27-2023_21dpf_R,1926.87,C,234.013,,
02-27-2023_21dpf_R,1926.87,C,250.018,,
02-27-2023_21dpf_R,1926.87,C,274.514,,
02-27-2023_21dpf_R,1926.87,C,319.51,,
02-27-2023_21dpf_R,1926.87,C,344.014,,
02-27-2023_21dpf_R,1926.87,C,354.011,,
02-27-2023_21dpf_R,1926.87,C,359.019,,
02-27-2023_21dpf_R,1926.87,C,370.014,,
02-27-2023_21dpf_R,1926.87,C,428.013,,
02-27-2023_21dpf_R,1926.87,C,467.51,,
02-27-2023_21dpf_R,1926.87,C,475.603,,
02-27-2023_21dpf_R,1926.87,C,514.331,,
02-27-2023_21dpf_R,1926.87,C,537.832,,
02-27-2023_21dpf_R,1926.87,C,546.84,,
02-27-2023_21dpf_R,1926.87,C,563.832,,
02-27-2023_21dpf_R,1926.87,C,661.835,,
02-27-2023_21dpf_R,1926.87,C,746.808,,
02-27-2023_21dpf_R,1926.87,C,775.811,,
02-27-2023_21dpf_R,1926.87,C,833.805,,
02-27-2023_21dpf_R,1926.87,C,918.306,,
02-27-2023_21dpf_R,1926.87,C,919.805,,
02-27-2023_21dpf_R,1926.87,C,935.309,,
02-27-2023_21dpf_R,1926.87,C,936.803,,
02-27-2023_21dpf_R,1926.87,C,996.054,,
02-27-2023_21dpf_R,1926.87,C,1013.554,,
02-27-2023_21dpf_R,1926.87,C,1072.806,,
02-27-2023_21dpf_R,1926.87,C,1103.301,,
02-27-2023_21dpf_R,1926.87,C,1142.302,,
02-27-2023_21dpf_R,1926.87,C,1145.309,,
02-27-2023_21dpf_R,1926.87,C,1198.304,,
02-27-2023_21dpf_R,1926.87,C,1289.301,,
02-27-2023_21dpf_R,1926.87,C,1357.965,,
02-27-2023_21dpf_R,1926.87,C,1410.466,,
02-27-2023_21dpf_R,1926.87,C,1425.712,,
02-27-2023_21dpf_R,1926.87,C,1471.213,,
02-27-2023_21dpf_R,1926.87,C,1527.221,,
02-27-2023_21dpf_R,1926.87,C,1550.715,,
02-27-2023_21dpf_R,1926.87,C,1576.715,,
02-27-2023_21dpf_R,1926.87,C,1595.714,,
02-27-2023_21dpf_R,1926.87,C,1605.712,,
02-27-2023_21dpf_R,1926.87,C,1635.712,,
02-27-2023_21dpf_R,1926.87,C,1642.214,,
02-27-2023_21dpf_R,1926.87,C,1658.218,,
02-27-2023_21dpf_R,1926.87,C,1692.712,,
02-27-2023_21dpf_R,1926.87,C,1702.715,,
02-27-2023_21dpf_R,1926.87,C,1706.72,,
02-27-2023_21dpf_R,1926.87,C,1738.712,,
02-27-2023_21dpf_R,1926.87,C,1756.72,,
02-27-2023_21dpf_R,1926.87,C,1778.214,,
03-01-2023_group1_L,1926.87,C,0.901,,
03-01-2023_group1_L,1926.87,C,194.403,,
03-01-2023_group1_L,1926.87,C,224.154,,
03-01-2023_group1_L,1926.87,C,515.654,,
03-01-2023_group1_L,1926.87,C,578.883,,
03-01-2023_group1_L,1926.87,C,585.881,,
03-01-2023_group1_L,1926.87,C,634.963,,
03-01-2023_group1_L,1926.87,C,902.718,,
03-01-2023_group1_L,1926.87,C,994.467,,
03-01-2023_group1_L,1926.87,C,1027.973,,
03-01-2023_group1_L,1926.87,C,1149.292,,
03-01-2023_group1_L,1926.87,C,1257.298,,
03-01-2023_group1_L,1926.87,L,1322.802,,
03-01-2023_group1_L,1926.87,C,1324.026,,
03-01-2023_group1_L,1926.87,C,1371.02,,
03-01-2023_group1_L,1926.87,C,1378.012,,
03-01-2023_group1_L,1926.87,C,1381.518,,
03-01-2023_group1_L,1926.87,C,1389.514,,
03-01-2023_group1_L,1926.87,L,1518.516,,
03-01-2023_group1_L,1926.87,B,1521.767,,
03-01-2023_group1_L,1926.87,C,1525.863,,
03-01-2023_group1_L,1926.87,L,1600.109,,
03-01-2023_group1_L,1926.87,C,1601.605,,
03-01-2023_group1_L,1926.87,C,1744.103,,
03-01-2023_group1_R,1926.87,C,11.653,,
03-01-2023_group1_R,1926.87,C,24.152,,
03-01-2023_group1_R,1926.87,C,26.363,,
03-01-2023_group1_R,1926.87,C,58.625,,
03-01-2023_group1_R,1926.87,C,75.369,,
03-01-2023_group1_R,1926.87,C,86.121,,
03-01-2023_group1_R,1926.87,C,101.365,,
03-01-2023_group1_R,1926.87,C,122.113,,
03-01-2023_group1_R,1926.87,C,173.058,,
03-01-2023_group1_R,1926.87,C,236.302,,
03-01-2023_group1_R,1926.87,C,256.56,,
03-01-2023_group1_R,1926.87,C,256.82,,
03-01-2023_group1_R,1926.87,C,269.436,,
03-01-2023_group1_R,1926.87,C,275.186,,
03-01-2023_group1_R,1926.87,C,305.688,,
03-01-2023_group1_R,1926.87,C,359.936,,
03-01-2023_group1_R,1926.87,C,365.944,,
03-01-2023_group1_R,1926.87,C,383.944,,
03-01-2023_group1_R,1926.87,C,411.448,,
03-01-2023_group1_R,1926.87,C,433.692,,
03-01-2023_group1_R,1926.87,C,455.938,,
03-01-2023_group1_R,1926.87,C,492.196,,
03-01-2023_group1_R,1926.87,C,539.19,,
03-01-2023_group1_R,1926.87,C,541.434,,
03-01-2023_group1_R,1926.87,C,553.194,,
03-01-2023_group1_R,1926.87,C,569.946,,
03-01-2023_group1_R,1926.87,C,575.438,,
03-01-2023_group1_R,1926.87,C,618.69,,
03-01-2023_group1_R,1926.87,C,642.938,,
03-01-2023_group1_R,1926.87,C,644.938,,
03-01-2023_group1_R,1926.87,C,660.688,,
03-01-2023_group1_R,1926.87,C,684.682,,
03-01-2023_group1_R,1926.87,C,697.682,,
03-01-2023_group1_R,1926.87,C,723.186,,
03-01-2023_group1_R,1926.87,C,730.434,,
03-01-2023_group1_R,1926.87,C,745.436,,
03-01-2023_group1_R,1926.87,C,767.44,,
03-01-2023_group1_R,1926.87,C,776.69,,
03-01-2023_group1_R,1926.87,C,811.434,,
03-01-2023_group1_R,1926.87,C,815.938,,
03-01-2023_group1_R,1926.87,C,840.186,,
03-01-2023_group1_R,1926.87,C,851.442,,
03-01-2023_group1_R,1926.87,C,866.938,,
03-01-2023_group1_R,1926.87,C,870.938,,
03-01-2023_group1_R,1926.87,C,879.698,,
03-01-2023_group1_R,1926.87,C,880.056,,
03-01-2023_group1_R,1926.87,C,886.974,,
03-01-2023_group1_R,1926.87,C,907.734,,
03-01-2023_group1_R,1926.87,C,966.48,,
03-01-2023_group1_R,1926.87,C,990.476,,
03-01-2023_group1_R,1926.87,C,1147.728,,
03-01-2023_group1_R,1926.87,C,1216.224,,
03-01-2023_group1_R,1926.87,C,1331.046,,
03-01-2023_group1_R,1926.87,C,1340.546,,
03-01-2023_group1_R,1926.87,C,1391.048,,
03-01-2023_group1_R,1926.87,C,1410.048,,
03-01-2023_group1_R,1926.87,C,1416.794,,
03-01-2023_group1_R,1926.87,C,1471.798,,
03-01-2023_group1_R,1926.87,C,1473.05,,
03-01-2023_group1_R,1926.87,C,1520.044,,
03-01-2023_group1_R,1926.87,C,1534.802,,
03-01-2023_group1_R,1926.87,C,1603.042,,
03-01-2023_group1_R,1926.87,C,1619.048,,
03-01-2023_group1_R,1926.87,C,1632.794,,
03-01-2023_group1_R,1926.87,C,1661.052,,
03-01-2023_group1_R,1926.87,C,1675.298,,
03-01-2023_group1_R,1926.87,C,1708.544,,
03-01-2023_group1_R,1926.87,C,1712.546,,
03-01-2023_group1_R,1926.87,C,1724.8,,
03-01-2023_group1_R,1926.87,C,1738.794,,
03-01-2023_group1_R,1926.87,C,1792.794,,
03-06-2023_group1_L,1926.87,C,5.402,,
03-06-2023_group1_L,1926.87,C,16.132,,
03-06-2023_group1_L,1926.87,C,19.136,,
03-06-2023_group1_L,1926.87,C,26.633,,
03-06-2023_group1_L,1926.87,C,32.134,,
03-06-2023_group1_L,1926.87,C,37.136,,
03-06-2023_group1_L,1926.87,C,39.64,,
03-06-2023_group1_L,1926.87,C,44.633,,
03-06-2023_group1_L,1926.87,C,51.64,,
03-06-2023_group1_L,1926.87,C,76.635,,
03-06-2023_group1_L,1926.87,C,81.134,,
03-06-2023_group1_L,1926.87,C,86.635,,
03-06-2023_group1_L,1926.87,C,90.633,,
03-06-2023_group1_L,1926.87,C,99.355,,
03-06-2023_group1_L,1926.87,C,101.854,,
03-06-2023_group1_L,1926.87,C,109.353,,
03-06-2023_group1_L,1926.87,C,120.355,,
03-06-2023_group1_L,1926.87,C,128.355,,
03-06-2023_group1_L,1926.87,C,142.355,,
03-06-2023_group1_L,1926.87,C,175.353,,
03-06-2023_group1_L,1926.87,C,182.353,,
03-06-2023_group1_L,1926.87,C,198.357,,
03-06-2023_group1_L,1926.87,C,205.355,,
03-06-2023_group1_L,1926.87,C,223.355,,
03-06-2023_group1_L,1926.87,C,234.355,,
03-06-2023_group1_L,1926.87,C,254.357,,
03-06-2023_group1_L,1926.87,C,261.353,,
03-06-2023_group1_L,1926.87,C,264.854,,
03-06-2023_group1_L,1926.87,C,274.854,,
03-06-2023_group1_L,1926.87,C,293.355,,
03-06-2023_group1_L,1926.87,C,298.355,,
03-06-2023_group1_L,1926.87,C,301.854,,
03-06-2023_group1_L,1926.87,C,311.852,,
03-06-2023_group1_L,1926.87,C,329.355,,
03-06-2023_group1_L,1926.87,C,340.852,,
03-06-2023_group1_L,1926.87,C,341.854,,
03-06-2023_group1_L,1926.87,C,342.856,,
03-06-2023_group1_L,1926.87,C,348.355,,
03-06-2023_group1_L,1926.87,C,351.852,,
03-06-2023_group1_L,1926.87,C,358.355,,
03-06-2023_group1_L,1926.87,C,362.852,,
03-06-2023_group1_L,1926.87,C,377.854,,
03-06-2023_group1_L,1926.87,C,379.852,,
03-06-2023_group1_L,1926.87,C,381.854,,
03-06-2023_group1_L,1926.87,C,385.852,,
03-06-2023_group1_L,1926.87,C,388.605,,
03-06-2023_group1_L,1926.87,C,392.103,,
03-06-2023_group1_L,1926.87,C,397.854,,
03-06-2023_group1_L,1926.87,C,403.36,,
03-06-2023_group1_L,1926.87,C,405.357,,
03-06-2023_group1_L,1926.87,C,408.854,,
03-06-2023_group1_L,1926.87,C,416.353,,
03-06-2023_group1_L,1926.87,C,418.353,,
03-06-2023_group1_L,1926.87,C,425.36,,
03-06-2023_group1_L,1926.87,C,427.359,,
03-06-2023_group1_L,1926.87,C,436.854,,
03-06-2023_group1_L,1926.87,C,447.351,,
03-06-2023_group1_L,1926.87,C,461.852,,
03-06-2023_group1_L,1926.87,C,483.351,,
03-06-2023_group1_L,1926.87,C,512.745,,
03-06-2023_group1_L,1926.87,C,519.743,,
03-06-2023_group1_L,1926.87,C,522.743,,
03-06-2023_group1_L,1926.87,C,552.247,,
03-06-2023_group1_L,1926.87,C,565.743,,
03-06-2023_group1_L,1926.87,C,572.743,,
03-06-2023_group1_L,1926.87,C,575.245,,
03-06-2023_group1_L,1926.87,C,583.244,,
03-06-2023_group1_L,1926.87,C,585.745,,
03-06-2023_group1_L,1926.87,C,594.745,,
03-06-2023_group1_L,1926.87,C,598.244,,
03-06-2023_group1_L,1926.87,C,611.745,,
03-06-2023_group1_L,1926.87,C,638.994,,
03-06-2023_group1_L,1926.87,C,645.246,,
03-06-2023_group1_L,1926.87,C,654.496,,
03-06-2023_group1_L,1926.87,C,656.994,,
03-06-2023_group1_L,1926.87,C,659.992,,
03-06-2023_group1_L,1926.87,C,663.742,,
03-06-2023_group1_L,1926.87,C,665.494,,
03-06-2023_group1_L,1926.87,C,683.992,,
03-06-2023_group1_L,1926.87,C,691.494,,
03-06-2023_group1_L,1926.87,C,693.994,,
03-06-2023_group1_L,1926.87,C,696.742,,
03-06-2023_group1_L,1926.87,C,711.494,,
03-06-2023_group1_L,1926.87,C,718.244,,
03-06-2023_group1_L,1926.87,C,745.994,,
03-06-2023_group1_L,1926.87,C,748.744,,
03-06-2023_group1_L,1926.87,C,775.914,,
03-06-2023_group1_L,1926.87,C,781.168,,
03-06-2023_group1_L,1926.87,C,797.172,,
03-06-2023_group1_L,1926.87,C,804.672,,
03-06-2023_group1_L,1926.87,C,810.664,,
03-06-2023_group1_L,1926.87,C,819.916,,
03-06-2023_group1_L,1926.87,C,828.42,,
03-06-2023_group1_L,1926.87,C,834.424,,
03-06-2023_group1_L,1926.87,C,859.166,,
03-06-2023_group1_L,1926.87,C,861.668,,
03-06-2023_group1_L,1926.87,C,864.172,,
03-06-2023_group1_L,1926.87,C,876.92,,
03-06-2023_group1_L,1926.87,C,877.922,,
03-06-2023_group1_L,1926.87,C,895.922,,
03-06-2023_group1_L,1926.87,C,920.916,,
03-06-2023_group1_L,1926.87,C,924.168,,
03-06-2023_group1_L,1926.87,C,931.17,,
03-06-2023_group1_L,1926.87,C,942.166,,
03-06-2023_group1_L,1926.87,C,949.174,,
03-06-2023_group1_L,1926.87,C,956.922,,
03-06-2023_group1_L,1926.87,C,967.666,,
03-06-2023_group1_L,1926.87,C,972.17,,
03-06-2023_group1_L,1926.87,C,989.666,,
03-06-2023_group1_L,1926.87,C,999.416,,
03-06-2023_group1_L,1926.87,C,1006.168,,
03-06-2023_group1_L,1926.87,C,1012.668,,
03-06-2023_group1_L,1926.87,C,1018.918,,
03-06-2023_group1_L,1926.87,C,1020.17,,
03-06-2023_group1_L,1926.87,C,1021.918,,
03-06-2023_group1_L,1926.87,C,1043.668,,
03-06-2023_group1_L,1926.87,C,1046.42,,
03-06-2023_group1_L,1926.87,C,1048.67,,
03-06-2023_group1_L,1926.87,C,1057.416,,
03-06-2023_group1_L,1926.87,C,1059.666,,
03-06-2023_group1_L,1926.87,C,1064.916,,
03-06-2023_group1_L,1926.87,C,1068.42,,
03-06-2023_group1_L,1926.87,C,1073.17,,
03-06-2023_group1_L,1926.87,C,1078.168,,
03-06-2023_group1_L,1926.87,C,1083.42,,
03-06-2023_group1_L,1926.87,C,1087.42,,
03-06-2023_group1_L,1926.87,C,1091.17,,
03-06-2023_group1_L,1926.87,C,1093.172,,
03-06-2023_group1_L,1926.87,C,1101.668,,
03-06-2023_group1_L,1926.87,C,1107.42,,
03-06-2023_group1_L,1926.87,C,1112.418,,
03-06-2023_group1_L,1926.87,C,1114.168,,
03-06-2023_group1_L,1926.87,C,1115.42,,
03-06-2023_group1_L,1926.87,C,1120.668,,
03-06-2023_group1_L,1926.87,C,1124.416,,
03-06-2023_group1_L,1926.87,C,1133.92,,
03-06-2023_group1_L,1926.87,C,1140.42,,
03-06-2023_group1_L,1926.87,C,1145.922,,
03-06-2023_group1_L,1926.87,C,1150.668,,
03-06-2023_group1_L,1926.87,C,1154.172,,
03-06-2023_group1_L,1926.87,C,1156.668,,
03-06-2023_group1_L,1926.87,C,1164.42,,
03-06-2023_group1_L,1926.87,C,1167.416,,
03-06-2023_group1_L,1926.87,C,1169.168,,
03-06-2023_group1_L,1926.87,C,1177.918,,
03-06-2023_group1_L,1926.87,C,1181.17,,
03-06-2023_group1_L,1926.87,C,1190.674,,
03-06-2023_group1_L,1926.87,C,1206.168,,
03-06-2023_group1_L,1926.87,C,1209.42,,
03-06-2023_group1_L,1926.87,C,1213.918,,
03-06-2023_group1_L,1926.87,C,1225.168,,
03-06-2023_group1_L,1926.87,C,1229.17,,
03-06-2023_group1_L,1926.87,C,1233.914,,
03-06-2023_group1_L,1926.87,C,1239.914,,
03-06-2023_group1_L,1926.87,C,1242.92,,
03-06-2023_group1_L,1926.87,C,1250.918,,
03-06-2023_group1_L,1926.87,C,1261.67,,
03-06-2023_group1_L,1926.87,C,1265.422,,
03-06-2023_group1_L,1926.87,C,1267.42,,
03-06-2023_group1_L,1926.87,C,1270.666,,
03-06-2023_group1_L,1926.87,C,1278.67,,
03-06-2023_group1_L,1926.87,C,1297.414,,
03-06-2023_group1_L,1926.87,C,1305.666,,
03-06-2023_group1_L,1926.87,C,1309.668,,
03-06-2023_group1_L,1926.87,C,1317.92,,
03-06-2023_group1_L,1926.87,C,1322.174,,
03-06-2023_group1_L,1926.87,C,1330.422,,
03-06-2023_group1_L,1926.87,C,1337.168,,
03-06-2023_group1_L,1926.87,C,1355.67,,
03-06-2023_group1_L,1926.87,C,1361.67,,
03-06-2023_group1_L,1926.87,C,1365.17,,
03-06-2023_group1_L,1926.87,C,1367.414,,
03-06-2023_group1_L,1926.87,C,1369.67,,
03-06-2023_group1_L,1926.87,C,1376.424,,
03-06-2023_group1_L,1926.87,C,1383.672,,
03-06-2023_group1_L,1926.87,C,1386.924,,
03-06-2023_group1_L,1926.87,C,1398.424,,
03-06-2023_group1_L,1926.87,C,1402.668,,
03-06-2023_group1_L,1926.87,C,1408.424,,
03-06-2023_group1_L,1926.87,C,1411.918,,
03-06-2023_group1_L,1926.87,C,1420.428,,
03-06-2023_group1_L,1926.87,C,1429.668,,
03-06-2023_group1_L,1926.87,C,1433.916,,
03-06-2023_group1_L,1926.87,C,1451.914,,
03-06-2023_group1_L,1926.87,C,1455.916,,
03-06-2023_group1_L,1926.87,C,1459.166,,
03-06-2023_group1_L,1926.87,C,1468.668,,
03-06-2023_group1_L,1926.87,C,1482.166,,
03-06-2023_group1_L,1926.87,C,1489.916,,
03-06-2023_group1_L,1926.87,C,1498.42,,
03-06-2023_group1_L,1926.87,C,1507.17,,
03-06-2023_group1_L,1926.87,C,1511.168,,
03-06-2023_group1_L,1926.87,C,1515.164,,
03-06-2023_group1_L,1926.87,C,1518.166,,
03-06-2023_group1_L,1926.87,C,1523.17,,
03-06-2023_group1_L,1926.87,C,1532.42,,
03-06-2023_group1_L,1926.87,C,1541.918,,
03-06-2023_group1_L,1926.87,C,1569.918,,
03-06-2023_group1_L,1926.87,C,1579.168,,
03-06-2023_group1_L,1926.87,C,1584.418,,
03-06-2023_group1_L,1926.87,C,1589.168,,
03-06-2023_group1_L,1926.87,C,1595.414,,
03-06-2023_group1_L,1926.87,C,1603.668,,
03-06-2023_group1_L,1926.87,C,1604.918,,
03-06-2023_group1_L,1926.87,C,1610.42,,
03-06-2023_group1_L,1926.87,C,1626.422,,
03-06-2023_group1_L,1926.87,C,1633.924,,
03-06-2023_group1_L,1926.87,C,1636.424,,
03-06-2023_group1_L,1926.87,C,1640.166,,
03-06-2023_group1_L,1926.87,C,1655.914,,
03-06-2023_group1_L,1926.87,C,1659.17,,
03-06-2023_group1_L,1926.87,C,1668.172,,
03-06-2023_group1_L,1926.87,C,1688.926,,
03-06-2023_group1_L,1926.87,C,1702.012,,
03-06-2023_group1_L,1926.87,C,1710.256,,
03-06-2023_group1_L,1926.87,C,1721.01,,
03-06-2023_group1_L,1926.87,C,1728.508,,
03-06-2023_group1_L,1926.87,C,1736.008,,
03-06-2023_group1_L,1926.87,C,1744.76,,
03-06-2023_group1_L,1926.87,C,1746.006,,
03-06-2023_group1_L,1926.87,C,1754.76,,
03-06-2023_group1_L,1926.87,C,1766.76,,
03-06-2023_group1_L,1926.87,C,1779.256,,
03-06-2023_group1_L,1926.87,C,1782.506,,
03-06-2023_group1_L,1926.87,C,1786.008,,
03-06-2023_group1_L,1926.87,C,1790.758,,
03-06-2023_group1_L,1926.87,C,1794.01,,
03-06-2023_group1_L,1926.87,C,1800.754,,
03-06-2023_group1_R,1926.87,C,40.894,,
03-06-2023_group1_R,1926.87,L,100.89,,
03-06-2023_group1_R,1926.87,C,122.412,,
